PGM_SYS_ID,REGISTRY_ID,FACILITY_NAME,CITY,COUNTY_NAME,STATE,ZIP_CODE,EPA_REGION,AIR_POLLUTANT_CLASS_CODE,AIR_POLLUTANT_CLASS_DESC,AIR_OPERATING_STATUS_CODE,AIR_OPERATING_STATUS_DESC,CURRENT_HPV
GA0000001329500013,110001751676,ROSSVILLE PAVING CO.,ROSSVILLE,WALKER,GA,30741,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001308900213,110001750864,UNIVERSAL STEEL INC,LITHONIA,DEKALB,GA,30058,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001313500156,110017620966,ROHRER CORPORATION,BUFORD,GWINNETT,GA,30515,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001312100704,110006814910,FLOWERS BAKERY OF ATLANTA,1039 GRANT STREET,ATLANTA,GA,303152014,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001331700024,110002443883,CONCORD FABRICS INC,WASHINGTON,WILKES,GA,30673,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001321300041,110044318565,A & R BODY SHOP,700 N. 2ND AVENUE,CHATSWORTH,GA,30705,0,,MIN,Minor Emissions,Operating,Operating
GA0000001321500199,110043974633,HELMS BROTHERS BODY SHOP,400 29TH STREET,COLUMBUS,GA,31904,0,,MIN,Minor Emissions,Operating,Operating
GA0000001325500010,110007088542,C.W. MATTHEWS CONTRACTING CO.,195 MORELAND RD,GRIFFIN,GA,30224,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001312900028,110005715672,J. M. HUBER CORPORATION SOLEM DIVISION - FAIRMOUNT PLANT,FAIRMOUNT,GORDON,GA,30139,4,MAJ,Major Emissions,OPR,Operating,No Viol
GA0000001306700218,110005667821,DGS AUTOMOTIVE  DBA MARIETTA TOYOTA,MARIETTA,COBB,GA,30060,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308100025,110038641663,DELTA PLASTICS INC,CORDELE,CRISP,GA,31015,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001377700056,110038671256,VULCAN MATERIALS CO.,GEORGIA,UNDETERMINED,GA,0,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100367,110038646347,A & D BARREL & DRUM C,ATLANTA,FULTON,GA,30318,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001314900003,110007249067,VULCAN CONSTRUCTION MATERIALS LLC - HEARD CO. QUARRY.,FRANKLIN,HEARD,GA,30217,4,SMI,Synthetic Minor Emissions,TMP,Temporarily Closed,No Viol
GA0000001306900058,110070262534,ELIXIR EXTRUSIONS,DOUGLAS,COFFEE,GA,31533,4,UNK,Emissions classification unknown,OPR,Operating,No Viol
GA0000001312100647,110009357249,STORER FABRICATING CO,ATLANTA,FULTON,GA,303185264,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001331700025,110001424254,PRECISION-CUT LUMBER,WASHINGTON,WILKES,GA,30673,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100003,110005707128,MARTA BROWNS MILL OPERATING FAC,ATLANTA,FULTON,GA,303542704,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001327100013,110007249502,CORNELL-YOUNG CO,MCRAE,TELFAIR,GA,31055,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001311300034,110064349879,THOMAS CONCRETE OF GEORGIA,185 PEGGY LANE,TYRONE,GA,30290,0,,MIN,Minor Emissions,Operating,Operating
GA0000001312100721,110001752032,STOROPACK INC,ATLANTA,FULTON,GA,303362831,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001306900007,110064338818,VINCENT ELECTRIC CO,DOUGLAS,COFFEE,GA,31533,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001328700019,110007087678,OPTIMA CHEMICALS INC,SYCAMORE,TURNER,GA,31790,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001311500071,110001323899,SHAW INDUSTRIES INC R,ROME,FLOYD,GA,30161,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306700021,110007355370,BORAL MATERIAL TECHNO,SMYRNA,COBB,GA,30080,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001311700064,110001752728,HANSGROHE INC,ALPHARETTA,FORSYTH,GA,300047710,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001317500063,110000359825,LIFETIME CABINETS INC,DUBLIN,LAURENS,GA,31021,4,SMI,Synthetic Minor Emissions,OPR,Operating,Viol
040000001302140992,110005710267,PENSKE AUTO CENTER,MACON,BIBB,GA,0,4,NAP,Not applicable,OPR,Operating,No Viol
GA0000001321500189,110031467384,READY MIX USA,532 ANDREWS ROAD,COLUMBUS,GA,31902,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001320700012,110007086946,BIBB YARNS INC,FORSYTH,MONROE,GA,31029,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001324500176,110037594118,NATIONAL SECURITY AGENCY,AUGUSTA,RICHMOND,GA,30905,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001312300021,110038644036,AMICALOLA EMC-BOARDTO,ELLIJAY,GILMER,GA,30540,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313500007,110035867719,AMERICAN CHARMS INC,LAWRENCEVILLE,GWINNETT,GA,30245,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001324100016,110038643901,HABERSHAM EMC-PLANT HARDIGREE,CLAYTON,RABUN,GA,0,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001326100068,110038675699,SUMTER EMC WEST AMERI,AMERICUS,SUMTER,GA,31719,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900220,110005667420,EATON CORP CUTLER HAM,DORAVILLE,DEKALB,GA,30340,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001327300024,110043570258,JIM BOYD CONSTRUCTION - ASPHALT PLT #1,DAWSON,TERRELL,GA,39842,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001324500200,110064025399,VENATOR AMERICAS LLC,AUGUSTA,RICHMOND,GA,30906,4,SMI,Synthetic Minor Emissions,OPR,Operating,Viol
GA0000001306700239,110043975874,FORMULA ONE AUTOMOTIVE,SMYRNA,COBB,GA,30082,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312100874,110043431328,MANHEIM ATLANTA,RED OAK,FULTON,GA,30272,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308900290,110001752354,CABINETS BY DESIGN,DECATUR,DEKALB,GA,30035,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001328500005,110038670104,REEVES CONST CO,LAGRANGE,TROUP,GA,30240,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001304500006,110007355165,WILLIAMS BROS CONCRETE,ROOPVILLE,CARROLL,GA,30170,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309500057,110038645053,LILLISTON CORP,ALBANY,DOUGHERTY,GA,31707,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001304700006,110038656273,APEX CARPET FINISHERS,FORT OGLETH,CATOOSA,GA,30742,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001311700071,110040483848,SESCO-EAGLE POINT LFG,8880 OLD FEDERAL ROAD,BALL GROUND,GA,30107,0,,MAJ,Major Emissions,CLS,Permanently Closed
GA0000001326100033,110038675591,SOUTHERN STATES COOP,DESOTO,SUMTER,GA,31743,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001314900008,110040492954,GREENWAY RENEWABLE POWER,HIGHWAY 34,FRANKLIN,GA,30217,0,,MAJ,Major Emissions,CLS,Permanently Closed
GA0000001323300037,110001970724,LONG LEAF INDUSTRIES INC,ROCKMART,POLK,GA,30066,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001311700046,110038643796,SAWNEE EMC-NORTH GA R,CUMMING,FORSYTH,GA,30040,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001331100004,110001424147,NORTH GEORGIA HARDWOOD CORP,CLEVELAND,WHITE,GA,30528,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308700009,110011327652,PROPEX OPERATING COMPANY,1501 COLQUITT HIGHWAY,BAINBRIDGE,GA,39817,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001311500042,110001421239,ROMESPUN INC,ROME,FLOYD,GA,30161,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309500002,110000360957,GA POWER COMPANY - PLANT MITCHELL,ALBANY,DOUGHERTY,GA,317056134,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001318500059,110001422844,WALKER PEENIMPAC MACHINE INC,VALDOSTA,LOWNDES,GA,31601,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001323300053,110040493105,VULCAN CONSTRUCTION MATERIALS,HIGHWAY 101  3172 ROME HWY,ARAGON,GA,30104,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001312100071,110000357729,CENTENNIAL FARMS DAIRY,ATLANTA,FULTON,GA,303244269,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001304500045,110001425501,D&D FLEXIBLE PACKAGING,CARROLLTON,CARROLL,GA,30117,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001302100117,110007255282,GEORGIA FORESTRY COMM,DRY BRANCH,BIBB,GA,31020,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001303100003,110007047301,JONES W K LUMBER CO,BROOKLET,BULLOCH,GA,30415,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001321500002,110000361313,GOLDENS' FOUNDRY & MACHINE CO,COLUMBUS,MUSCOGEE,GA,31902,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001312100541,110005688639,GEORGIA BLDG AUTHORIT,ATLANTA,FULTON,GA,30334,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001321500001,110000361527,DMI COLUMBUS,1600 NORTHSIDE INDUSTRIAL BLVD,COLUMBUS,GA,31904,0,,MAJ,Major Emissions,Operating,Operating
GA0000001303100045,110001425324,SOUTHERN STATES COOPE,STATESBORO,BULLOCH,GA,30458,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
040000001305140324,110001427386,FIRESTONE TIRE & SERVICE CENTERS,SAVANNAH,CHATHAM,GA,31401,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001325700042,110014448865,DESIGN SOUTH FURNITUR,TOCCOA,STEPHENS,GA,30577,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001311500107,110000356720,ZARTIC LLC,ROME,FLOYD,GA,30165,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
0400000013251EPA01,110030489898,MATT GAY CHEVROLET,SYLVANIA,SCREVEN,GA,30467,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308700050,110002102368,TEXPAR ENERGY LLC,BAINBRIDGE,DECATUR,GA,398177547,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001377700119,110038040250,D H GRIFFIN WRECKING CO. INC. - PLANT RC 01,HAPEVILLE,FULTON,GA,30354,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001329300021,110007073754,THOMASTON MILLS-COGEN,THOMASTON,UPSON,GA,30286,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001312100001,110038644465,BANKHEAD ENTERPRISES,ATLANTA,FULTON,GA,30309,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001312100002,110038644474,COMMERCIAL METALS CO,ATLANTA,FULTON,GA,303121425,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001377700102,110038671309,SOUTHERN ASPHALT,RUPERT,TAYLOR,GA,31081,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001312100168,110038645552,GOODRICH B F,ATLANTA,FULTON,GA,30303,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001300100018,110038670328,ROSS OF GEORGIA INC PLT 4,BAXLEY,APPLING,GA,31513,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313900005,110038646622,MITCHELL CONSTRUCTION CO.,GAINESVILLE,HALL,GA,30501,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312900010,110038644713,HORIZON INDUSTRIES IN,CALHOUN,GORDON,GA,30701,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001302100197,110038670765,LAMAR EMC-FULTON HILL,LIZELLA,BIBB,GA,31052,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001304700016,110038656291,HOLSTON COMPANIES,DOGWOOD VALLY R,TUNNEL HILL,GA,30755,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001317500053,110038673566,BRUNSWICK PULP & PAPE,GA HWY 199,EAST DUBLIN,GA,31021,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001308700029,110038641832,GILREATH INDUSTRIES G,BAINBRIDGE,DECATUR,GA,31717,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001308900381,110007481769,MAACO COLLISION REPAIR & AUTO PAINTING,ATLANTA,DEKALB,GA,30345,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001311700082,110044303474,ROTO - DIE COMPANY,6130 SHILOH ROAD,ALPHARETTA,GA,30005,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001330100017,110046101721,C AND H PAVING,3911 CAMAK RD,WARRENTON,GA,30828,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001305100234,110062734778,MITSUBISHI POWER SYSTEM,POOLER,CHATHAM,GA,31322,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100640,110001420418,ATLANTA JOURNAL & CONSTITUTION,ATLANTA,FULTON,GA,303032804,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306700260,110055427596,CZARNOWSKI DISPLAY SERVICE INC.,AUSTELL,COBB,GA,30168,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001301500129,110064025353,SKYLINE STEEL,109 DENT DROVE,CARTERSVILLE,GA,30121,0,,MIN,Minor Emissions,Operating,Operating
GA0000001305700066,110037591200,CYCAN INDUSTRIES,313 BELL PARK DRIVE,WOODSTOCK,GA,30188,0,,MIN,Minor Emissions,Operating,Operating
GA0000001330500025,110038672451,SOUTH GEORGIA BYPRODU,ODUM,WAYNE,GA,31555,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100127,110038645446,BANKHEAD ENTERPRISES,1230 NORTH AVE,ATLANTA,GA,30307,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001312700031,110007073870,DRAVO LIME CO/LONGVIEW DIV,BRUNSWICK,GLYNN,GA,31520,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001303100054,110005717199,VIRACON-STATESBORO,STATESBORO,BULLOCH,GA,30458,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001316900002,110038673414,REEVES CONSTRUCTION CO. (PLT 6),POSTELL,JONES,GA,31202,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100872,110043431408,DENT WIZARD GEORGIA,ATLANTA,FULTON,GA,30331,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312100920,110024555710,ALPS MANUFACTURING,ATLANTA,FULTON,GA,30336,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001321100006,110064338417,GARNETT UNDERWOOD,MADISON,MORGAN,GA,30650,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312700083,110005687300,INTERNATIONAL AUTO PROCESSING,1 JOE FRANK HARRIS BLVD.,BRUNSWICK,GA,31523,0,,MIN,Minor Emissions,Operating,Operating
GA0000001329900055,110005703881,MCVEIGH'S COLLISION CENTER,WAYCROSS,WARE,GA,31501,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313500087,110007086054,HUMPHRIES CONCRETE BLOCK CO,LAWRENCEVILLE,GWINNETT,GA,30046,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001319300011,110007089596,FOREST MILLS CO,MONTEZUMA,MACON,GA,31063,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100558,110000859447,GEIGER INTERNATIONAL,ATLANTA,FULTON,GA,30336,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001325700005,110001144887,GILBERT & BENNETT MANUFACTURING CO,TOCCOA,STEPHENS,GA,30577,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313900011,110000358256,PEACHTREE DOORS & WIN,GAINESVILLE,HALL,GA,30501,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001324500003,110000359521,DSM CHEMICALS NORTH AMERICA,AUGUSTA,RICHMOND,GA,30901,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001300100019,110040492543,SOUTHEASTERN GIN CO,SURRENCY,APPLING,GA,31563,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001301500078,110040492213,ALUMINUM RECYCLING OF GEORGIA,CARTERSVILLE,BARTOW,GA,30120,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313500047,110010040758,TECHALLOY CO INC,NORCROSS,GWINNETT,GA,30093,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001324700043,110007254862,DAN HARRELL CONSTRUCT,CONYERS,ROCKDALE,GA,30207,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001309500071,110002102304,PROCTER & GAMBLE PAPER PRODUCTS COMPANY,ALBANY,DOUGHERTY,GA,317054147,4,MAJ,Major Emissions,OPR,Operating,No Viol
GA0000001331300126,110000359228,CHEM-TECH FINISHERS INC.,DALTON,WHITFIELD,GA,30720,4,MAJ,Major Emissions,OPR,Operating,No Viol
GA0000001306709990,110010338606,STAR CLEANERS,GEORGIA,UNDETERMINED,GA,0,4,NAP,Not applicable,OPR,Operating,No Viol
GA0000001306700018,110009358015,SUTTON R L WPCP,SMYRNA,COBB,GA,30080,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001306700097,110001766802,THOMAS R HOPSON-BROKER INC,MARIETTA,COBB,GA,30065,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001329500051,110007250330,TRI-VALLEY SALES INC,FLINTSTONE,WALKER,GA,30725,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001321700061,110000519975,BERRY PLASTICS CORPORATION,COVINGTON,NEWTON,GA,30014,4,MIN,Minor Emissions,TMP,Temporarily Closed,No Viol
GA0000001312100171,110000357961,MEREDITH WILLIAM C CO INC,EAST POINT,FULTON,GA,30344,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308100039,110007046295,ALIMENTA PROCESSING C,CORDELE,CRISP,GA,31015,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001301500058,110064138794,VULCAN CONSTRUCTION MATERIALS LLC - ADAIRSVILLE QUARRY,ADAIRSVILLE,BARTOW,GA,30103,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001306300086,110002011402,PATENT SCAFFOLDING CO,FOREST PARK,CLAYTON,GA,30050,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001304500052,110000356329,SOUTHWIRE COMPANY CARROLLTON UTILITY PRODUCTS PLANT,CARROLLTON,CARROLL,GA,30119,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
040000001305140333,110001427233,MITCHELL'S AUTOMOTIVE SERVICES,SAVANNAH,CHATHAM,GA,31405,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312100769,110006834603,BUZZI UNICEM USA,COLLEGE PARK,FULTON,GA,30337,4,MIN,Minor Emissions,OPR,Operating,No Viol
04000000130674EPA1,110005681896,MARIETTA JEEP EAGLE,681 COBB PARKWAY SOUTH,MARIETTA,GA,0,0,POF,MIN,Minor Emissions,Operating,Operating
GA0000001321500179,110001322685,COLUMBUS QUARRY,3001 SMITH RD.,FORTSON,GA,31808,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001323300049,110027225517,CUSTOM METAL FINISHING,ROCKMART,POLK,GA,30153,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001322300025,110018854854,MATTHEWS C W CONTRACTING CO INC PLT 62,DALLAS,PAULDING,GA,30132,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001312100067,110038644651,EXIDE CO,ATLANTA,FULTON,GA,303104202,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100791,110038668304,GEORGIA STATE UNIVERS,NW,ATLANTA,GA,303132527,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001313500073,110001422568,DOW CORNING CORP,NORCROSS,GWINNETT,GA,30093,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312900083,110038439927,SHAW INDUSTRIES GROUP INC PLANT 7G,CALHOUN,GORDON,GA,30701,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001328300003,110038670088,SOPERTON GUANO CO,SOPERTON,TREUTLEN,GA,30457,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309700030,110038645204,C & R MANUFACTURING C,DOUGLASVILLE,DOUGLAS,GA,30134,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001320500052,110044318556,RIGGINS PAINT & BODY SHOP,SALE CITY,MITCHELL,GA,31784,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001325500066,110064269134,KENNEY'S COLLISION CENTER,GRIFFIN,SPALDING,GA,30223,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001329700049,110043323873,ROSEBUD COLLISION,LOGANVILLE,WALTON,GA,30052,4,MIN,Minor Emissions,OPR,Operating,No Viol
0400000013017EPA20,110043682556,PIGGLY WIGGLY #279,GEORGIA,UNDETERMINED,GA,31068,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312100780,110062740878,SBE,512 85-CIRCLE,COLLEGE PARK,GA,0,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001303900031,110064024256,SYNERGY RECYCLING,105 INDUSTRIAL PARK DR.,KINGSLAND,GA,31548,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001302100233,110064024210,PLANTATION PIPE LINE CO. - MACON TERMINAL,MACON,BIBB,GA,31206,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001328700018,110038674690,ROSS OF GEORGIA INC,SE OF I-75,SYCAMORE,GA,31790,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001312100830,110015656217,ALLIED READYMIX,1320 MORRISON PARKWAY,ALPHARETTA,GA,30004,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001322300016,110001420150,THOMAS CONCRETE OF GA,HIRAM,PAULDING,GA,30141,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001323100003,110038643206,LAMAR EMC-NORTH ZEBUL,ZEBULON,PIKE,GA,30295,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001331300079,110005680263,SHAW INDUSTRIES GROUP INC PLT 20,DALTON,WHITFIELD,GA,307222128,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001312100901,110007481402,V'S CUSTOMS,3781 CAMPBELLTON RD.,ATLANTA,GA,30331,0,,MIN,Minor Emissions,Operating,Operating
GA0000001377700017,110038666324,DUNSON PAVING,TOCCOA,STEPHENS,GA,30577,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001316100021,110043432782,PRECISION PAINT & BODY CENTER,233 S. TALLAHASSEE ST.,HAZLEHURST,GA,31539,0,,MIN,Minor Emissions,Operating,Operating
GA0000001314500002,110009355704,SOUTHERN NATURAL GAS CO.,ELLERSLIE,HARRIS,GA,352022563,4,MAJ,Major Emissions,OPR,Operating,No Viol
GA0000001312100256,110000356935,POREX TECHNOLOGIES CO,FAIRBURN,FULTON,GA,30213,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308900158,110038642886,BRISTOL MANUFACTURING,STONE MOUNTAIN,DEKALB,GA,30083,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001311700072,110043431319,CUMMING COLLISION CENTER,525 ATLANTA RD.,CUMMING,GA,30040,0,,MIN,Minor Emissions,Operating,Operating
GA0000001327900025,110005717974,RAINES PAINT & BODY SHOP,601 MORRIS STREET,VIDALIA,GA,30474,0,,MIN,Minor Emissions,Operating,Operating
GA0000001328500003,110007088034,DAVIS JACK CONCRETE,LAGRANGE,TROUP,GA,30240,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001328500010,110001423709,YAZOO COTTON PRODUCTS,WEST POINT,TROUP,GA,31833,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001317500003,110007483133,FORSTMANN & CO INC MA,DUBLIN,LAURENS,GA,31021,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001305900049,110001325995,VERATEC,ATHENS,CLARKE,GA,306011616,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001326700001,110064349575,GLENNVILLE WOOD PRESERVING CO,GLENNVILLE,TATTNALL,GA,30427,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900095,110001420775,GEORGIA VAULT SERVICE INC,TUCKER,DEKALB,GA,30084,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001327700052,110007087918,ARNETTS MILLING CO,TIFTON,TIFT,GA,31793,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001329300006,110007087776,FULLER CONCRETE,THOMASTON,UPSON,GA,30286,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001324900008,110001128798,TCI,734 DIXON DRIVE,ELLAVILLE,GA,31806,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001301500022,110007074030,UNIVERSAL CERAMICS INC,ADAIRSVILLE,BARTOW,GA,30103,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
040000001312140009,110001417182,ACCUFORMANCE,EAST POINT,FULTON,GA,30344,4,NAP,Not applicable,OPR,Operating,No Viol
GA0000001307700059,110002084342,YOKOGAWA CORPORATION,NEWNAN,COWETA,GA,30265,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
040000001305140905,110005676848,GOODYEAR,SAVANNAH,CHATHAM,GA,0,4,NAP,Not applicable,OPR,Operating,No Viol
040000001305140313,110001415040,CAR CARE CENTER,SAVANNAH,CHATHAM,GA,31406,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001318100005,110007249316,AYCOCK BROS LUMBER,LINCOLNTON,LINCOLN,GA,30817,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
040000001324741002,110007044484,BUTLER AUTOMOTIVE,CONYERS,ROCKDALE,GA,0,4,MIN,Minor Emissions,OPR,Operating,No Viol
